data;
set K:= K1 K2 K3 K4 K5 K6 K7 K8 K9 K10 K11 K12 K13 K14 K15 K16 K17 K18 K19 K20 K21 K22 K23 K24 K25 K26 K27 K28 K29 K30 K31 K32 K33 K34 K35 ;

set F:= F1 F2 F3 F4 F5 ;

set Q:= Q1 Q2 ;

param T:= 45;
param V: 
	K1  K2  K3  K4  K5  K6  K7  K8  K9  K10 K11 K12 K13 K14 K15 K16 K17 K18 K19 K20 K21 K22 K23 K24 K25 K26 K27 K28 K29 K30 K31 K32 K33 K34 K35 :=
Q1	1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   0   0   0   0   0   0   0   0   0   0   0   0   0   
Q2	0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   1   1   1   1   1   1   1   1   1   1   1   1   1   
; # if resorce k is of type q

param TF:= 
K1 6
K2 6
K3 6
K4 6
K5 6
K6 6
K7 6
K8 6
K9 6
K10 6
K11 6
K12 6
K13 6
K14 6
K15 6
K16 6
K17 6
K18 6
K19 6
K20 6
K21 6
K22 6
K23 12
K24 12
K25 12
K26 12
K27 12
K28 12
K29 12
K30 12
K31 12
K32 12
K33 12
K34 12
K35 12
; # number of continuous time slots resource can fly

param TR:= 
K1 2
K2 2
K3 2
K4 2
K5 2
K6 2
K7 2
K8 2
K9 2
K10 2
K11 2
K12 2
K13 2
K14 2
K15 2
K16 2
K17 2
K18 2
K19 2
K20 2
K21 2
K22 2
K23 4
K24 4
K25 4
K26 4
K27 4
K28 4
K29 4
K30 4
K31 4
K32 4
K33 4
K34 4
K35 4
; #  number of continuous time slots resource k needs to rest between flights

param P:= 
K1 36
K2 36
K3 36
K4 36
K5 36
K6 36
K7 36
K8 36
K9 36
K10 36
K11 36
K12 36
K13 36
K14 36
K15 36
K16 36
K17 36
K18 36
K19 36
K20 36
K21 36
K22 36
K23 36
K24 36
K25 36
K26 36
K27 36
K28 36
K29 36
K30 36
K31 36
K32 36
K33 36
K34 36
K35 36
; #  number of continuous time slots a pilot can be present including rest times for resource k 

param N:= 
K1 4
K2 4
K3 4
K4 4
K5 4
K6 4
K7 4
K8 4
K9 4
K10 4
K11 4
K12 4
K13 4
K14 4
K15 4
K16 4
K17 4
K18 4
K19 4
K20 4
K21 4
K22 4
K23 1
K24 2
K25 2
K26 2
K27 2
K28 2
K29 2
K30 2
K31 2
K32 2
K33 2
K34 1
K35 1
; # max number of flights resource k can fly in the total time period

param A: 
	K1  K2  K3  K4  K5  K6  K7  K8  K9  K10 K11 K12 K13 K14 K15 K16 K17 K18 K19 K20 K21 K22 K23 K24 K25 K26 K27 K28 K29 K30 K31 K32 K33 K34 K35 :=
1	1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   0   1   1   1   1   1   1   1   1   1   1   1   0   
2	1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   0   1   1   1   1   1   1   1   1   1   1   1   0   
3	1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   0   1   1   1   1   1   1   1   1   1   1   1   0   
4	1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   0   1   1   1   1   1   1   1   1   1   1   1   0   
5	1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   0   1   1   1   1   1   1   1   1   1   1   1   0   
6	1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   0   1   1   1   1   1   1   1   1   1   1   1   0   
7	1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   0   1   1   1   1   1   1   1   1   1   1   1   0   
8	1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   0   1   1   1   1   1   1   1   1   1   1   1   0   
9	1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   0   1   1   1   1   1   1   1   1   1   1   1   0   
10	1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   0   1   1   1   1   1   1   1   1   1   1   1   0   
11	1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   0   1   1   1   1   1   1   1   1   1   1   1   0   
12	1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   0   1   1   1   1   1   1   1   1   1   1   1   0   
13	1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   0   1   1   1   1   1   1   1   1   1   1   1   0   
14	1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   0   1   1   1   1   1   1   1   1   1   1   1   0   
15	1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   0   1   1   1   1   1   1   1   1   1   1   1   1   
16	1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   0   1   1   1   1   1   1   1   1   1   1   1   1   
17	1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   
18	1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   
19	1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   
20	1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   
21	1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   
22	1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   
23	1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   
24	1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   
25	1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   
26	1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   
27	1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   
28	1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   
29	1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   
30	1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   
31	1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   
32	1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   
33	1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   
34	1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   
35	1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   
36	1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   
37	1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   
38	1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   
39	1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   
40	1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   0   1   
41	1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   0   1   
42	1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   0   1   
43	1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   0   1   
44	1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   0   1   
45	1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   0   1   
; # availability of resorce k in time slot t

param B: 
	F1  F2  F3  F4  F5  :=
Q1	0   0   0   0   0   
Q2	0   0   0   0   0   
; # if front f requires resources of type q

param U: 
	F1  F2  F3  F4  F5  :=
K1	0   0   0   0   0   
K2	0   0   0   0   0   
K3	0   0   0   0   0   
K4	0   0   0   0   0   
K5	0   0   0   0   0   
K6	0   0   0   0   0   
K7	0   0   0   0   0   
K8	0   0   0   0   0   
K9	0   0   0   0   0   
K10	0   0   0   0   0   
K11	0   0   0   0   0   
K12	0   0   0   0   0   
K13	0   0   0   0   0   
K14	0   0   0   0   0   
K15	0   0   0   0   0   
K16	0   0   0   0   0   
K17	0   0   0   0   0   
K18	0   0   0   0   0   
K19	0   0   0   0   0   
K20	0   0   0   0   0   
K21	0   0   0   0   0   
K22	0   0   0   0   0   
K23	2   2   2   2   2   
K24	2   2   2   2   2   
K25	0   0   0   0   0   
K26	0   0   0   0   0   
K27	1   1   1   1   1   
K28	0   0   0   0   0   
K29	2   2   2   2   2   
K30	2   2   2   2   2   
K31	1   1   1   1   1   
K32	2   2   2   2   2   
